Date Local,State,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
2000-01,Arizona,50.77318919565217,99.77173913043478,16.380434782608695,74.82608695652173,0.01644929347826084,0.03323913043478256,9.945652173913043,28.684782608695652,4.298810233695653,8.387500000000005,14.478260869565217,13.304347826086957,1.3365852500000002,2.9505434782608675,12.71195652173913,27.25
2000-01,California,22.681606506939477,38.09861212563915,12.7918188458729,36.078159240321405,0.013111458728999218,0.022126369612856144,10.237399561723887,18.768444119795472,1.7854489130752338,3.7100073046019046,9.275748721694667,6.058436815193572,1.0279054784514219,2.0086924762600478,9.612856099342586,18.767543859649123
2000-01,Colorado,9.028765967741945,26.129032258064516,5.870967741935484,24.870967741935484,0.010831870967741934,0.02148387096774191,10.870967741935484,18.193548387096776,2.7381867419354826,12.953225806451606,9.580645161290322,23.129032258064516,0.8579311935483872,1.7790322580645166,10.725806451612904,16.161290322580644
2000-01,District Of Columbia,22.041962806451608,32.645161290322584,11.096774193548388,30.870967741935484,0.011745225806451596,0.019161290322580644,10.612903225806452,16.161290322580644,11.549861806451611,20.938709677419343,12.951612903225806,33.41935483870968,1.037431790322581,1.8354838709677432,11.35483870967742,18.193548387096776
2000-01,Florida,15.726173000000001,32.29032258064516,13.64516129032258,30.64516129032258,0.017886677419354832,0.031903225806451586,9.903225806451612,27.06451612903226,0.9037101451612899,3.5209677419354852,11.435483870967742,5.903225806451613,0.788585048387097,1.2967741935483872,9.903225806451612,12.838709677419354
2000-01,Illinois,32.0054285,47.19230769230769,11.307692307692308,44.96153846153846,0.004266,0.008692307692307697,8.73076923076923,7.346153846153846,6.5574789423076965,13.707692307692302,9.865384615384615,22.0,0.7577186346153844,1.2807692307692307,9.73076923076923,12.692307692307692
2000-01,Kansas,11.969854080645163,19.629032258064516,11.419354838709678,18.483870967741936,0.01759072580645163,0.025758064516129008,10.338709677419354,21.870967741935484,2.601224088709677,6.994354838709674,11.03225806451613,11.451612903225806,1.0874575806451625,1.5056451612903223,10.024193548387096,15.693548387096774
2000-01,Louisiana,17.59857206451614,35.096774193548384,14.161290322580646,33.354838709677416,0.016468258064516118,0.02570967741935483,9.838709677419354,21.70967741935484,6.058884951612901,15.399999999999991,11.32258064516129,25.741935483870968,0.783219403225806,1.0967741935483875,10.306451612903226,11.258064516129032
2000-01,New Jersey,23.85283263333334,37.233333333333334,15.033333333333333,35.4,0.012643099999999999,0.020199999999999992,9.933333333333334,17.066666666666666,9.027448649999998,17.826666666666654,14.966666666666667,27.7,0.7730563833333335,1.358333333333334,10.783333333333333,13.933333333333334
2000-01,New York,21.307371442622948,33.131147540983605,12.934426229508198,31.262295081967213,0.01625177049180328,0.024721311475409825,10.163934426229508,20.950819672131146,10.017889540983605,18.572131147540986,12.057377049180328,28.65573770491803,0.361474090163934,0.7532786885245898,10.319672131147541,7.39344262295082
2000-01,Pennsylvania,29.06385832258064,41.74193548387097,13.548387096774194,39.58064516129032,0.007233870967741923,0.011935483870967736,10.32258064516129,10.161290322580646,7.330129209677422,14.99677419354838,12.048387096774194,23.225806451612904,0.7337639677419351,1.325806451612903,11.403225806451612,13.419354838709678
2000-01,Texas,20.819305078014157,37.61702127659574,12.47517730496454,35.56028368794326,0.014813432624113497,0.025553191489361676,9.957446808510639,21.595744680851062,3.5958175390070912,10.427659574468084,11.574468085106384,17.602836879432623,0.37291424113475224,0.865957446808511,10.872340425531915,7.614285714285714
2000-01,Virginia,17.905495225806465,27.612903225806452,11.634408602150538,26.06451612903226,0.013132612903225807,0.020365591397849436,10.440860215053764,17.322580645161292,10.009474634408608,16.00000000000003,10.978494623655914,24.774193548387096,0.9541783118279572,1.3188172043010746,9.887096774193548,13.526881720430108
2000-02,Arizona,38.97998397484276,82.52830188679245,15.943396226415095,67.93081761006289,0.021552603773584866,0.0420251572327044,10.339622641509434,38.666666666666664,3.0928412327044037,6.66792452830187,12.949685534591195,10.5625,0.9813986666666661,2.225786163522011,11.676100628930818,20.144654088050313
2000-02,California,17.63938030508475,31.73035439137134,12.206471494607088,29.98613251155624,0.021247018489984528,0.031839753466872234,10.816640986132512,27.00924499229584,1.2582600007704168,2.6426040061633564,8.60015408320493,4.306625577812018,0.6705967457627097,1.3577041602465327,9.071648690292758,12.291217257318952
2000-02,Colorado,17.16701325,37.107142857142854,8.464285714285714,35.285714285714285,0.015473357142857136,0.028964285714285724,10.0,24.571428571428573,2.284173267857143,11.958928571428563,9.392857142857142,21.392857142857142,0.7403285535714283,1.6874999999999993,9.839285714285714,13.928571428571429
2000-02,District Of Columbia,19.27932432142857,35.67857142857143,14.428571428571429,32.92857142857143,0.012769392857142856,0.02171428571428572,11.535714285714286,18.392857142857142,10.176408589285714,19.633928571428566,11.446428571428571,31.178571428571427,1.2675345535714284,2.116071428571428,11.428571428571429,20.5
2000-02,Florida,17.773742884615384,35.19230769230769,12.846153846153847,33.26923076923077,0.025075769230769263,0.04434615384615385,9.692307692307692,38.30769230769231,0.765678403846154,2.5961538461538467,8.25,4.269230769230769,0.7091546923076921,1.071153846153846,9.365384615384615,10.653846153846153
